Course Code,Grade,Course Title,MyEd BC Code,TRAX Code,Course Category,Lang Of Inst,Developer,Authorizer,Open Date,Close Date,Completion End Date,Credit Value,Grad Program,Grad Program Requirement,HST Main Category,HST Sub Category,Ministry Subject Code
3401456,12,Thompson Rivers Health Career Dual Credit 12B,PHCV-2B,PHCV 12B,External Credential,English,Thompson Rivers University,Ministry of Education and Child Care,8/1/2023,,,4,2018 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401456,12,Thompson Rivers Health Career Dual Credit 12B,PHCV-2B,PHCV 12B,External Credential,English,Thompson Rivers University,Ministry of Education and Child Care,8/1/2023,,,4,2023 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401457,12,Thompson Rivers Health Career Dual Credit 12C,PHCV-2C,PHCV 12C,External Credential,English,Thompson Rivers University,Ministry of Education and Child Care,8/1/2023,,,4,2018 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401457,12,Thompson Rivers Health Career Dual Credit 12C,PHCV-2C,PHCV 12C,External Credential,English,Thompson Rivers University,Ministry of Education and Child Care,8/1/2023,,,4,2023 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401458,12,Thompson Rivers Health Career Dual Credit 12D,PHCV-2D,PHCV 12D,External Credential,English,Thompson Rivers University,University of Victoria,8/1/2023,,,4,2018 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401458,12,Thompson Rivers Health Career Dual Credit 12D,PHCV-2D,PHCV 12D,External Credential,English,Thompson Rivers University,University of Victoria,8/1/2023,,,4,2023 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401458,12,Thompson Rivers Health Career Dual Credit 12D,PHCV-2D,PHCV 12D,External Credential,English,Thompson Rivers University,University of Victoria,8/1/2023,,,4,Adult Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401460,12,Thompson Rivers Health Career Dual Credit 12F,PHCV-2F,PHCV 12F,External Credential,English,Thompson Rivers University,Ministry of Education and Child Care,8/1/2023,,,4,2018 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401460,12,Thompson Rivers Health Career Dual Credit 12F,PHCV-2F,PHCV 12F,External Credential,English,Thompson Rivers University,Ministry of Education and Child Care,8/1/2023,,,4,2023 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401460,12,Thompson Rivers Health Career Dual Credit 12F,PHCV-2F,PHCV 12F,External Credential,English,Thompson Rivers University,Ministry of Education and Child Care,8/1/2023,,,4,Adult Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401461,12,Thompson Rivers Health Career Dual Credit 12G,PHCV-2G,PHCV 12G,External Credential,English,Thompson Rivers University,Ministry of Education and Child Care,8/1/2023,,,4,2018 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401461,12,Thompson Rivers Health Career Dual Credit 12G,PHCV-2G,PHCV 12G,External Credential,English,Thompson Rivers University,Ministry of Education and Child Care,8/1/2023,,,4,2023 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401461,12,Thompson Rivers Health Career Dual Credit 12G,PHCV-2G,PHCV 12G,External Credential,English,Thompson Rivers University,Ministry of Education and Child Care,8/1/2023,,,4,Adult Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401462,12,Thompson Rivers Health Career Dual Credit 12H,PHCV-2H,PHCV 12H,External Credential,English,Thompson Rivers University,Ministry of Education and Child Care,8/1/2023,,,4,2018 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401462,12,Thompson Rivers Health Career Dual Credit 12H,PHCV-2H,PHCV 12H,External Credential,English,Thompson Rivers University,Ministry of Education and Child Care,8/1/2023,,,4,2023 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401462,12,Thompson Rivers Health Career Dual Credit 12H,PHCV-2H,PHCV 12H,External Credential,English,Thompson Rivers University,Ministry of Education and Child Care,8/1/2023,,,4,Adult Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401463,12,Thompson Rivers Health Career Dual Credit 12I,PHCV-2I,PHCV 12I,External Credential,English,Thompson Rivers University,Ministry of Education and Child Care,8/1/2023,,,4,2018 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401463,12,Thompson Rivers Health Career Dual Credit 12I,PHCV-2I,PHCV 12I,External Credential,English,Thompson Rivers University,Ministry of Education and Child Care,8/1/2023,,,4,2023 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401463,12,Thompson Rivers Health Career Dual Credit 12I,PHCV-2I,PHCV 12I,External Credential,English,Thompson Rivers University,Ministry of Education and Child Care,8/1/2023,,,4,Adult Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401464,12,Thompson Rivers Health Career Dual Credit 12J,PHCV-2J,PHCV 12J,External Credential,English,Thompson Rivers University,Ministry of Education and Child Care,8/1/2023,,,4,2018 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,05 Applied Skills
3401464,12,Thompson Rivers Health Career Dual Credit 12J,PHCV-2J,PHCV 12J,External Credential,English,Thompson Rivers University,Ministry of Education and Child Care,8/1/2023,,,4,2023 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,05 Applied Skills
3401465,12,Justice Institute Health Career Dual Credit 12A,PHCI-2A,PHCI 12A,External Credential,English,Justice Institute of BC,Ministry of Education and Child Care,8/1/2023,,,4,2018 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401465,12,Justice Institute Health Career Dual Credit 12A,PHCI-2A,PHCI 12A,External Credential,English,Justice Institute of BC,Ministry of Education and Child Care,8/1/2023,,,4,2023 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401465,12,Justice Institute Health Career Dual Credit 12A,PHCI-2A,PHCI 12A,External Credential,English,Justice Institute of BC,Ministry of Education and Child Care,8/1/2023,,,4,Adult Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401466,12,Justice Institute Health Career Dual Credit 12B,PHCI-2B,PHCI 12B,External Credential,English,Justice Institute of BC,Ministry of Education and Child Care,8/1/2023,,,4,2018 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401466,12,Justice Institute Health Career Dual Credit 12B,PHCI-2B,PHCI 12B,External Credential,English,Justice Institute of BC,Ministry of Education and Child Care,8/1/2023,,,4,2023 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401466,12,Justice Institute Health Career Dual Credit 12B,PHCI-2B,PHCI 12B,External Credential,English,Justice Institute of BC,Ministry of Education and Child Care,8/1/2023,,,4,Adult Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401467,12,Justice Institute Health Career Dual Credit 12C,PHCI-2C,PHCI 12C,External Credential,English,Justice Institute of BC,Ministry of Education and Child Care,8/1/2023,,,4,2018 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401467,12,Justice Institute Health Career Dual Credit 12C,PHCI-2C,PHCI 12C,External Credential,English,Justice Institute of BC,Ministry of Education and Child Care,8/1/2023,,,4,2023 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401467,12,Justice Institute Health Career Dual Credit 12C,PHCI-2C,PHCI 12C,External Credential,English,Justice Institute of BC,Ministry of Education and Child Care,8/1/2023,,,4,Adult Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401468,12,Justice Institute Health Career Dual Credit 12D,PHCI-2D,PHCI 12D,External Credential,English,Justice Institute of BC,Ministry of Education and Child Care,8/1/2023,,,4,2018 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401468,12,Justice Institute Health Career Dual Credit 12D,PHCI-2D,PHCI 12D,External Credential,English,Justice Institute of BC,Ministry of Education and Child Care,8/1/2023,,,4,2023 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401468,12,Justice Institute Health Career Dual Credit 12D,PHCI-2D,PHCI 12D,External Credential,English,Justice Institute of BC,Ministry of Education and Child Care,8/1/2023,,,4,Adult Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401469,12,Justice Institute Health Career Dual Credit 12E,PHCI-2E,PHCI 12E,External Credential,English,Justice Institute of BC,Ministry of Education and Child Care,8/1/2023,,,4,2018 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401469,12,Justice Institute Health Career Dual Credit 12E,PHCI-2E,PHCI 12E,External Credential,English,Justice Institute of BC,Ministry of Education and Child Care,8/1/2023,,,4,2023 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401469,12,Justice Institute Health Career Dual Credit 12E,PHCI-2E,PHCI 12E,External Credential,English,Justice Institute of BC,Ministry of Education and Child Care,8/1/2023,,,4,Adult Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401470,12,Justice Institute Health Career Dual Credit 12F,PHCI-2F,PHCI 12F,External Credential,English,Justice Institute of BC,Ministry of Education and Child Care,8/1/2023,,,4,2018 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401470,12,Justice Institute Health Career Dual Credit 12F,PHCI-2F,PHCI 12F,External Credential,English,Justice Institute of BC,Ministry of Education and Child Care,8/1/2023,,,4,2023 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401470,12,Justice Institute Health Career Dual Credit 12F,PHCI-2F,PHCI 12F,External Credential,English,Justice Institute of BC,Ministry of Education and Child Care,8/1/2023,,,4,Adult Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401471,12,Justice Institute Health Career Dual Credit 12G,PHCI-2G,PHCI 12G,External Credential,English,Justice Institute of BC,Ministry of Education and Child Care,8/1/2023,,,4,2018 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401471,12,Justice Institute Health Career Dual Credit 12G,PHCI-2G,PHCI 12G,External Credential,English,Justice Institute of BC,Ministry of Education and Child Care,8/1/2023,,,4,2023 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401471,12,Justice Institute Health Career Dual Credit 12G,PHCI-2G,PHCI 12G,External Credential,English,Justice Institute of BC,Ministry of Education and Child Care,8/1/2023,,,4,Adult Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401472,12,Justice Institute Health Career Dual Credit 12H,PHCI-2H,PHCI 12H,External Credential,English,Justice Institute of BC,Ministry of Education and Child Care,8/1/2023,,,4,2018 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401472,12,Justice Institute Health Career Dual Credit 12H,PHCI-2H,PHCI 12H,External Credential,English,Justice Institute of BC,Ministry of Education and Child Care,8/1/2023,,,4,2023 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401472,12,Justice Institute Health Career Dual Credit 12H,PHCI-2H,PHCI 12H,External Credential,English,Justice Institute of BC,Ministry of Education and Child Care,8/1/2023,,,4,Adult Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401473,12,Justice Institute Health Career Dual Credit 12I,PHCI-2I,PHCI 12I,External Credential,English,Justice Institute of BC,Ministry of Education and Child Care,8/1/2023,,,4,2018 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401473,12,Justice Institute Health Career Dual Credit 12I,PHCI-2I,PHCI 12I,External Credential,English,Justice Institute of BC,Ministry of Education and Child Care,8/1/2023,,,4,2023 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401473,12,Justice Institute Health Career Dual Credit 12I,PHCI-2I,PHCI 12I,External Credential,English,Justice Institute of BC,Ministry of Education and Child Care,8/1/2023,,,4,Adult Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401474,12,Justice Institute Health Career Dual Credit 12J,PHCI-2J,PHCI 12J,External Credential,English,Justice Institute of BC,Ministry of Education and Child Care,8/1/2023,,,4,2018 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401474,12,Justice Institute Health Career Dual Credit 12J,PHCI-2J,PHCI 12J,External Credential,English,Justice Institute of BC,Ministry of Education and Child Care,8/1/2023,,,4,2023 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401475,12,BCIT Health Career Dual Credit Course 12A,PHCA-2A,PHCA 12A,External Credential,English,BC Institute of Technology,Ministry of Education and Child Care,8/1/2023,,,4,2018 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401475,12,BCIT Health Career Dual Credit Course 12A,PHCA-2A,PHCA 12A,External Credential,English,BC Institute of Technology,Ministry of Education and Child Care,8/1/2023,,,4,2023 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401475,12,BCIT Health Career Dual Credit Course 12A,PHCA-2A,PHCA 12A,External Credential,English,BC Institute of Technology,Ministry of Education and Child Care,8/1/2023,,,4,Adult Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401476,12,BCIT Health Career Dual Credit Course 12B,PHCA-2B,PHCA 12B,External Credential,English,BC Institute of Technology,Ministry of Education and Child Care,8/1/2023,,,4,2018 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401476,12,BCIT Health Career Dual Credit Course 12B,PHCA-2B,PHCA 12B,External Credential,English,BC Institute of Technology,Ministry of Education and Child Care,8/1/2023,,,4,2023 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401476,12,BCIT Health Career Dual Credit Course 12B,PHCA-2B,PHCA 12B,External Credential,English,BC Institute of Technology,Ministry of Education and Child Care,8/1/2023,,,4,Adult Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401477,12,BCIT Health Career Dual Credit Course 12C,PHCA-2C,PHCA 12C,External Credential,English,BC Institute of Technology,Ministry of Education and Child Care,8/1/2023,,,4,2018 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401477,12,BCIT Health Career Dual Credit Course 12C,PHCA-2C,PHCA 12C,External Credential,English,BC Institute of Technology,Ministry of Education and Child Care,8/1/2023,,,4,2023 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401477,12,BCIT Health Career Dual Credit Course 12C,PHCA-2C,PHCA 12C,External Credential,English,BC Institute of Technology,Ministry of Education and Child Care,8/1/2023,,,4,Adult Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401478,12,BCIT Health Career Dual Credit Course 12D,PHCA-2D,PHCA 12D,External Credential,English,BC Institute of Technology,Ministry of Education and Child Care,8/1/2023,,,4,2018 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
3401478,12,BCIT Health Career Dual Credit Course 12D,PHCA-2D,PHCA 12D,External Credential,English,BC Institute of Technology,Ministry of Education and Child Care,8/1/2023,,,4,2023 Graduation Program,Elective,34 HEALTH RELATED ACTIVITIES,01 HEALTH RELATED ACTIVITIES,20 Health and Career Ed
